benchmark,variant,pass_order,flags,wat_size,wasm_size,runs,warmup_runs,p25_ms,median_ms,p75_ms,result
nested-loop,baseline,inline-tail-unroll,"--pass-order=inline,tail,unroll",19706,753,5,1,19.488957499561366,20.193436997942626,20.429313502972946,104448
nested-loop,baseline,unroll-inline-tail,"--pass-order=unroll,inline,tail",19706,753,5,1,19.735518493689597,19.98697100498248,20.468805996642914,104448
nested-loop,baseline,unroll-tail-inline,"--pass-order=unroll,tail,inline",19706,753,5,1,20.257693497114815,22.28609099984169,25.593517508241348,104448
nested-loop,baseline,tail-inline-unroll,"--pass-order=tail,inline,unroll",19706,753,5,1,19.779771500907373,20.058680995134637,20.745198002259713,104448
nested-loop,baseline,tail-unroll-inline,"--pass-order=tail,unroll,inline",19706,753,5,1,19.93431000300916,20.204368003760464,20.342764997621998,104448
nested-loop,no-inline,inline-unroll-tail,"--no-inline --pass-order=inline,unroll,tail",19706,753,5,1,19.747124504647218,19.92577000055462,21.20626850228291,104448
nested-loop,no-inline,inline-tail-unroll,"--no-inline --pass-order=inline,tail,unroll",19706,753,5,1,19.469544000457972,19.977798001491465,20.158484498097096,104448
nested-loop,no-inline,unroll-inline-tail,"--no-inline --pass-order=unroll,inline,tail",19706,753,5,1,20.018815499497578,20.779598999070004,21.049315000709612,104448
nested-loop,no-inline,unroll-tail-inline,"--no-inline --pass-order=unroll,tail,inline",19706,753,5,1,20.143857502262108,20.325206001871265,20.384859999467153,104448
nested-loop,no-inline,tail-inline-unroll,"--no-inline --pass-order=tail,inline,unroll",19706,753,5,1,21.126318497408647,21.406237996416166,21.919127502769697,104448
nested-loop,no-inline,tail-unroll-inline,"--no-inline --pass-order=tail,unroll,inline",19706,753,5,1,19.661862497741822,20.04999500059057,20.357191999210045,104448
nested-loop,unroll-4,inline-unroll-tail,"--unroll-factor=4 --pass-order=inline,unroll,tail",19706,753,5,1,19.558126499759965,20.068139012437314,20.176308498776052,104448
nested-loop,unroll-4,inline-tail-unroll,"--unroll-factor=4 --pass-order=inline,tail,unroll",19706,753,5,1,20.04828050121432,20.41794199612923,20.674454492109362,104448
nested-loop,unroll-4,unroll-inline-tail,"--unroll-factor=4 --pass-order=unroll,inline,tail",19706,753,5,1,19.72631100215949,20.016349997604266,20.786016000784002,104448
nested-loop,unroll-4,unroll-tail-inline,"--unroll-factor=4 --pass-order=unroll,tail,inline",19706,753,5,1,19.187910002074204,19.759182003326714,20.064772499608807,104448
nested-loop,unroll-4,tail-inline-unroll,"--unroll-factor=4 --pass-order=tail,inline,unroll",19706,753,5,1,20.212963499943726,20.414325990714133,21.18696200341219,104448
nested-loop,unroll-4,tail-unroll-inline,"--unroll-factor=4 --pass-order=tail,unroll,inline",19706,753,5,1,20.361931005027145,20.738210005220026,22.727538998879027,104448
nested-loop,unroll-8,inline-unroll-tail,"--unroll-factor=8 --pass-order=inline,unroll,tail",24185,817,5,1,20.727981500385795,21.21107600396499,22.57345699763391,104448
nested-loop,unroll-8,inline-tail-unroll,"--unroll-factor=8 --pass-order=inline,tail,unroll",24185,817,5,1,20.054082000569906,20.671017991844565,21.48033549747197,104448
nested-loop,unroll-8,unroll-inline-tail,"--unroll-factor=8 --pass-order=unroll,inline,tail",24185,817,5,1,19.486295503156725,20.322962998761795,20.705252500192728,104448
nested-loop,unroll-8,unroll-tail-inline,"--unroll-factor=8 --pass-order=unroll,tail,inline",24185,817,5,1,19.896713994967286,20.25884900649544,20.431083510629833,104448
nested-loop,unroll-8,tail-inline-unroll,"--unroll-factor=8 --pass-order=tail,inline,unroll",24185,817,5,1,19.42158749443479,19.590222000260837,19.765559998631943,104448
nested-loop,unroll-8,tail-unroll-inline,"--unroll-factor=8 --pass-order=tail,unroll,inline",24185,817,5,1,19.657198994536884,20.14703799795825,20.80928500799928,104448
